Temps,FrequenceCardiaque
1970-01-01T00:00:29.500Z,144.49346299999993
1970-01-01T00:00:29.600Z,143.28695628571424
1970-01-01T00:00:29.700Z,141.42153971428573
1970-01-01T00:00:29.800Z,141.41600000000003
1970-01-01T00:00:29.900Z,141.68217885714282
1970-01-01T00:00:30.000Z,142.1649585714285
1970-01-01T00:00:30.100Z,143.75995714285708
1970-01-01T00:00:30.200Z,144.90100614285717
1970-01-01T00:00:30.300Z,145.70740000000004
1970-01-01T00:00:30.400Z,143.2325782857143
1970-01-01T00:00:30.500Z,140.6588300000001
1970-01-01T00:00:30.600Z,140.185670857143
1970-01-01T00:00:30.700Z,140.94025128571442
1970-01-01T00:00:30.800Z,141.68323114285724
1970-01-01T00:00:30.900Z,141.8662458571428
1970-01-01T00:00:31.000Z,141.76168942857137
1970-01-01T00:00:31.100Z,140.1733222857143
1970-01-01T00:00:31.200Z,140.94937371428568
1970-01-01T00:00:31.300Z,141.45893557142858
1970-01-01T00:00:31.400Z,142.0568142857143
1970-01-01T00:00:31.500Z,142.99031742857136
1970-01-01T00:00:31.600Z,142.68352857142852
1970-01-01T00:00:31.700Z,141.70141899999996
1970-01-01T00:00:31.800Z,140.46094228571422
1970-01-01T00:00:31.900Z,140.14036300000004
1970-01-01T00:00:32.000Z,140.5817857142858
1970-01-01T00:00:32.100Z,140.5817857142858
1970-01-01T00:00:32.200Z,141.18602242857145
1970-01-01T00:00:32.299Z,141.03247742857147
1970-01-01T00:00:32.400Z,139.77509928571425
1970-01-01T00:00:32.500Z,139.5275708571429
1970-01-01T00:00:32.600Z,139.49066700000012
1970-01-01T00:00:32.700Z,138.80312414285726
1970-01-01T00:00:32.799Z,138.6039585714287
1970-01-01T00:00:32.900Z,139.2447675714287
1970-01-01T00:00:33.000Z,139.2259035714287
1970-01-01T00:00:33.100Z,138.47682385714288
1970-01-01T00:00:33.200Z,138.32537214285716
1970-01-01T00:00:33.299Z,138.05950214285707
1970-01-01T00:00:33.400Z,137.94074285714277
1970-01-01T00:00:33.500Z,139.50633571428568
1970-01-01T00:00:33.600Z,140.12894614285707
1970-01-01T00:00:33.700Z,141.27201471428563
1970-01-01T00:00:33.800Z,141.9248564285714
1970-01-01T00:00:33.900Z,143.5060694285715
1970-01-01T00:00:34.000Z,143.25904700000007
1970-01-01T00:00:34.100Z,142.99137885714293
1970-01-01T00:00:34.200Z,142.15865385714284
1970-01-01T00:00:34.300Z,139.62976371428564
1970-01-01T00:00:34.400Z,137.6651582857143
1970-01-01T00:00:34.500Z,137.66018642857145
1970-01-01T00:00:34.600Z,137.6965651428573
1970-01-01T00:00:34.700Z,137.34091957142869
1970-01-01T00:00:34.800Z,137.23832585714297
1970-01-01T00:00:34.900Z,137.2861000000001
1970-01-01T00:00:35.000Z,136.36179657142856
1970-01-01T00:00:35.100Z,137.04916871428557
1970-01-01T00:00:35.200Z,137.2838089999999
1970-01-01T00:00:35.300Z,136.62915385714282
1970-01-01T00:00:35.400Z,136.62485971428572
1970-01-01T00:00:35.500Z,137.14140114285715
1970-01-01T00:00:35.600Z,137.16752857142856
1970-01-01T00:00:35.700Z,138.21608871428575
1970-01-01T00:00:35.800Z,139.42150828571445
1970-01-01T00:00:35.900Z,138.65803157142875
1970-01-01T00:00:36.000Z,138.57927142857162
1970-01-01T00:00:36.100Z,138.194107857143
1970-01-01T00:00:36.200Z,136.39608900000002
1970-01-01T00:00:36.300Z,136.50307128571424
1970-01-01T00:00:36.400Z,136.14656528571427
1970-01-01T00:00:36.500Z,136.36650285714285
1970-01-01T00:00:36.600Z,136.44188714285713
1970-01-01T00:00:36.700Z,136.3224857142857
1970-01-01T00:00:36.800Z,136.87382828571427
1970-01-01T00:00:36.900Z,137.1992844285715
1970-01-01T00:00:37.000Z,137.88144214285703
1970-01-01T00:00:37.100Z,138.45904285714275
1970-01-01T00:00:37.200Z,138.4240101428571
1970-01-01T00:00:37.300Z,137.8646995714285
1970-01-01T00:00:37.400Z,137.95968585714283
1970-01-01T00:00:37.500Z,137.34299428571424
1970-01-01T00:00:37.600Z,137.298664
1970-01-01T00:00:37.700Z,136.94109871428577
1970-01-01T00:00:37.800Z,136.38912857142859
1970-01-01T00:00:37.900Z,136.73971314285714
1970-01-01T00:00:38.000Z,136.6078834285714
1970-01-01T00:00:38.100Z,136.37354742857138
1970-01-01T00:00:38.200Z,136.18693214285716
1970-01-01T00:00:38.300Z,135.8338714285714
1970-01-01T00:00:38.400Z,138.01050028571424
1970-01-01T00:00:38.500Z,137.087322
1970-01-01T00:00:38.600Z,137.48142042857143
1970-01-01T00:00:38.700Z,136.313733
1970-01-01T00:00:38.800Z,135.05641528571428
1970-01-01T00:00:38.900Z,136.12472614285716
1970-01-01T00:00:39.000Z,136.36869328571436
1970-01-01T00:00:39.100Z,138.04642814285717
1970-01-01T00:00:39.200Z,138.45729442857137
1970-01-01T00:00:39.300Z,138.1208575714286
1970-01-01T00:00:39.400Z,137.36841400000006
1970-01-01T00:00:39.500Z,135.12484942857154
1970-01-01T00:00:39.600Z,135.0748354285715
1970-01-01T00:00:39.700Z,135.05258314285726
1970-01-01T00:00:39.800Z,135.60365057142857
1970-01-01T00:00:39.900Z,136.2820074285715
1970-01-01T00:00:40.000Z,135.98857528571435
1970-01-01T00:00:40.100Z,135.74864714285715
